direction,name,ingredients,url,products,crawl_time,prep_time,servings,img_url,description
"1  In a medium-size saucepan, combine tomato sauce, vinegar, sugar, Worcestershire sauce, pickle relish, garlic powder and pepper. Heat over medium-high heat until bubbly. Cook 5 minutes. Set aside.,2  Heat gas grill to medium-high heat or prepare charcoal grill with medium-hot coals.,3  In a large skillet, cook bacon over medium-high heat until just crisp, about 5 minutes. Cool on a paper towellined plate, then crumble. In a large bowl, combine 1/2 cup of the BBQ Sauce, the crumbled bacon, ground beef, garlic powder and pepper. Mix until well combined, then shape into six 4-inch burger patties, each 3/4-inch thick.,4  Grill burgers 4 minutes. Flip over and grill an additional minute. Top with cheese and continue to grill 1 minute more, or to desired doneness.,5  Spread a little BBQ Sauce onto rolls. Top each half with a lettuce leaf, tomato and onion slice. Once cooked, top each with a burger patty, then spread with a little BBQ Sauce. Serve with remaining sauce on the side.",BBQ Bacon Cheeseburger,"3/4,1/3,1/3,3,3,1/2,1/4,8,1 3/4,1/2,1/4,6,6,1,1,1,cup,cup,cup,tablespoons,tablespoons,teaspoon,teaspoon,slices,pounds,teaspoon,teaspoon,slices,,,large,,tomato sauce,cider vinegar,dark brown sugar,Worcestershire sauce,sweet pickle relish,garlic powder,black pepper,bacon (about 8 ounces),ground beef (91% lean),garlic powder,black pepper,reduced-fat American cheese,hamburger rolls, sliced,head Boston or green leaf lettuce,tomato, sliced,red onion, thinly sliced",http://www.familycircle.com/recipe/beef/bbq-bacon-cheeseburger/,"tomato sauce,cider vinegar,dark brown sugar,Worcestershire sauce,sweet pickle relish,garlic powder,black pepper,bacon (about 8 ounces),ground beef (91% lean),garlic powder,black pepper,reduced-fat American cheese,hamburger rolls sliced,head Boston or green leaf lettuce,tomato sliced,red onion thinly sliced",2017-03-23 16:30:42,20 mins,6 servings,http://images.meredith.com/bhg/images/recipe/p_FC12616.jpg,  
"1  Heat oven to 350 degrees F. Beat cookie dough, orange juice and zest. Stir in flour (dough will be soft). Generously sprinkle more flour on countertop.,2  Divide dough in half, then roll one half to 1/4 inch thickness. Cut out shapes with a 3-1/2-inch snowflake cutter. Transfer to ungreased baking sheets. Repeat with remaining dough, dusting with flour as needed.,3  Bake at 350 degrees F for 14 minutes. Cool on racks.,4  Prepare Royal Icing. Spread thinned icing over cookies. Let dry. Place thicker icing into a decorating bag fitted with a small round tip. Pipe lines and dots decoratively on all cookies; let dry.",Citrus Snowflakes,"1,1/4,1,1 1/4,tube,cup,tablespoon,cups,,(16 ounces) sugar cookie dough,orange juice,orange zest,all-purpose flour,Royal Icing (see recipe on www.parents.com)",http://www.familycircle.com/recipe/cookies/citrus-snowflakes/,"(16 ounces) sugar cookie dough,orange juice,orange zest,all-purpose flour,Royal Icing (see recipe on www.parents.com)",2017-03-23 16:30:47,5 mins,1-1/2 dozen,http://images.meredith.com/bhg/images/recipe/p_R125478.jpg,  
"1  Rinse meat and pat dry. Trim off all but a 1/2-inch fat cap, but don't remove fat layer between the flat and the point of brisket. Slice off any tough, thin membrane, called silverskin, from meaty side. Apply Texas BBQ Dry Rub all over brisket, coating meat evenly. Let it sit out for 1 hour to come to room temperature before cooking.,2  If you're using a charcoal grill, start with a chimney half full of charcoal and light chimney. When charcoal is ready, dump it into grill. Adjust vents on bottom of grill so half are open and half are closed and the lid vents are open. Set the grate in place and cover grill with lid. Continue to burn charcoal in a pile until embers are red-hot with a white ash. Add about 1/2 cup of the wood chips to fire and wait about 5 minutes, until smoke escaping through vents is white. Put brisket on grill and close lid.,3  If you're using a gas grill, preheat it with lid closed until temperature reaches 225 degrees , then turn off heat on one side. Wrap 2 cups of the wood chips in an aluminum foil packet, poke holes in foil, and put wood chips on hot side of grill. Make 4 to 5 more packets to add during cooking time. Cover grill with lid for 5 to 10 minutes, until you see white smoke escaping from vents. Open lid and put brisket on side of grill that is turned off. Close lid.,4  Smoke brisket for 2 hours. If you are using a charcoal grill, add a handful of charcoal and a handful of wood chips to fire every 30 to 40 minutes. When smoke is no longer escaping through vents, add more chips to fire. If using a gas grill, add a fresh packet of wood chips to fire when white smoke is no longer escaping from vents.,5  After 2 hours, open lid and use a barbecue mop or a large basting brush to apply BBQ Mop Sauce on all sides of brisket. Rotate brisket 180 degrees and close lid.,6  Smoke brisket for an additional 2 1/2 hours, or until it registers 150 degrees  on an instant-read thermometer. (For best results, insert thermometer in a few places, aiming for thickest part of meat and avoiding fat.),7  Remove brisket from grill and place on a large square of doubled heavy-duty aluminum foil. Baste generously with mop sauce and close foil tightly over brisket. (Keep wrapped for remainder of cooking time.) Return brisket to grill, close lid and smoke another 3 to 4 hours, continuing to add charcoal if necessary, until internal temperature registers 190 degrees . Another way to check that brisket is ready is when the thermometer stem slides in and out of the meat without resistance; it should feel like a knife going through butter.,8  Alternately, after wrapping in foil, transfer brisket to a 225 degrees  oven to finish cooking. It won't lose any of its smoky flavor—all you're doing is continuing to cook the meat.,9  Line a cooler with a towel. Leaving thermometer in place, put wrapped brisket in cooler on top of towel. Fold towel over brisket and close cooler. Let meat rest in cooler 1 to 3 hours, or until you are ready to eat.,10  To serve, unwrap brisket and place on a cutting board. Run a knife between the flat and the point to separate the two brisket muscles. Trim excess fat from each muscle and slice each against the grain—it should be about the thickness of a pinkie finger. The meat should hold together, not fall apart or crumble. If the first slice falls apart, cut thicker slices. Pile brisket on a platter and serve with Spicy Texas BBQ Sauce on the side.,11  Combine kosher salt, unrefined evaporated cane sugar, packed light or dark brown sugar, chili powder, Mexican chili powder, chipotle chile powder, freshly ground black pepper, ground cumin, smoked sweet paprika, onion powder, garlic powder, celery salt, dry mustard and cayenne pepper in a bowl and stir. Store in an airtight container in a dry place for up to 2 months.,12  Combine beer, vinegar, oil, Worcestershire, chiles, peppercorns, garlic, thyme, bay leaf and,13  in a saucepan over low heat. Add Texas BBQ Dry Rub and stir to combine. Cook over low heat about 5 minutes to bring flavors together.,14  Heat oven to 375 degrees . Put onion, tomatoes and garlic on a baking sheet. Drizzle with 2 tbsp of the oil, season with pepper and salt, and toss to coat vegetables with seasoning. Spread vegetables in a single layer and roast at 375 degrees  for 30 minutes or until soft and browned in places.,15  Remove vegetables from oven and scrape them into a large saucepan. Add ketchup, cider vinegar, orange juice, brown sugar, white vinegar, Worcestershire, molasses, chili powder, paprika, coriander and cumin and whisk to combine. Bring to a boil over high heat. Reduce heat to low and simmer, uncovered, 2 hours or more, stirring occasionally, until liquid is thick enough to coat the back of a spoon. Let sauce cool to room temperature.,16  Pour sauce into a blender and puree, adding water if necessary to reach the consistency of barbecue sauce. Adjust seasoning to taste.",8-Hour Smoked Brisket,"1,1,5,2,1,1,1/4,3,3,1/4,1/4,2,2,2,1,1,1,1,1,1,1,1/2,1/4,2,2,1,2,4,1,1/4,1,2/3,5,1/4,1,1 1/4,1 1/3,1/2,1/3,1/3,3,2,1,1,1,1/8,1/8,,cup,15.7,3,,,cup,tablespoons,tablespoons,cup,cup,tablespoons,tablespoons,tablespoons,tablespoon,tablespoon,tablespoon,tablespoon,tablespoon,teaspoon,12,cup,cup,tablespoons,tablespoons,tablespoon,,,,cup,,pound,,cup,tablespoon,teaspoons,cups,cup,cup,cup,tablespoons,tablespoons,tablespoon,,,teaspoon,teaspoon,whole untrimmed (packer) beef brisket (12 to 14 lbs),Texas BBQ Dry Rub  (recipe follows),mesquite natural lump charcoal (if using a charcoal grill),wood chips (soaked in water for 30 minutes and drained),BBQ Mop Sauce (recipe follows),Spicy Texas BBQ Sauce, warmed (recipe follows),kosher salt,unrefined evaporated cane sugar,packed light or dark brown sugar,chili powder,Mexican chili powder,chipotle chile powder,freshly ground black pepper,ground cumin,smoked sweet paprika,onion powder,garlic powder,celery salt,dry mustard,cayenne pepper,beer (not dark beer),apple cider vinegar,vegetable oil,Worcestershire sauce,minced serrano chile (2 to 3 chiles),black peppercorns,cloves garlic, crushed,fresh thyme sprigs,bay leaf,Texas BBQ Dry Rub,large yellow onion, thinly sliced,Roma tomatoes, halved,large cloves garlic, crushed and peeled,plus 2 tbsp olive oil,freshly ground black pepper, plus more to taste,kosher salt, plus more to taste,ketchup,apple cider vinegar,fresh orange juice,packed light brown sugar,white vinegar,Worcestershire sauce,unsulfured molasses,heaping tablespoon chili powder,heaping tablespoon smoked sweet paprika,ground coriander,ground cumin",http://www.familycircle.com/recipe/8-hour-smoked-brisket/,"whole untrimmed (packer) beef brisket (12 to 14 lbs),Texas BBQ Dry Rub  (recipe follows),mesquite natural lump charcoal (if using a charcoal grill),wood chips (soaked in water for 30 minutes and drained),BBQ Mop Sauce (recipe follows),Spicy Texas BBQ Sauce warmed (recipe follows),kosher salt,unrefined evaporated cane sugar,packed light or dark brown sugar,chili powder,Mexican chili powder,chipotle chile powder,freshly ground black pepper,ground cumin,smoked sweet paprika,onion powder,garlic powder,celery salt,dry mustard,cayenne pepper,beer (not dark beer),apple cider vinegar,vegetable oil,Worcestershire sauce,minced serrano chile (2 to 3 chiles),black peppercorns,cloves garlic crushed,fresh thyme sprigs,bay leaf,Texas BBQ Dry Rub,large yellow onion thinly sliced,Roma tomatoes halved,large cloves garlic crushed and peeled,plus 2 tbsp olive oil,freshly ground black pepper plus more to taste,kosher salt plus more to taste,ketchup,apple cider vinegar,fresh orange juice,packed light brown sugar,white vinegar,Worcestershire sauce,unsulfured molasses,heaping tablespoon chili powder,heaping tablespoon smoked sweet paprika,ground coriander,ground cumin",2017-03-23 16:30:54,15 mins,12 or more servings,http://images.meredith.com/bhg/images/recipe/p_RU249552.jpg,
"1  In a small bowl, mix together mayonnaise, capers, mustard, vinegar and hot sauce. Cover and refrigerate remoulade.,2  Heat oven to 450 degrees F. Coat a glass 13 x 9 x 2-inch baking dish with nonstick cooking spray. Place one fish fillet in prepared dish and sprinkle with 1/4 teaspoon of the seasoning. Flip one long end over the other like a book. Sprinkle another 1/4 teaspoon seasoning over top of fillet. Repeat with remaining fillets. Top each with a slice of lemon.,3  Bake at 450 degrees F for 18 to 20 minutes or until fish flakes easily when tested with a fork. Serve with remoulade sauce, brown rice and zucchini, if desired.",Cajun Catfish and Remoulade,"1/2,1,2,1,1/4,4,2,1,cup,tablespoon,teaspoons,teaspoon,teaspoon,,teaspoons,,,light mayonnaise,capers, drained and chopped,spicy brown mustard,cider vinegar,hot sauce,U.S. farm-raised catfish fillets, about 6 ounces each,Cajun seasoning,lemon, thinly sliced,Cooked brown rice and steamed zucchini, optional",http://www.familycircle.com/recipe/seafood/cajun-catfish-and-remoulade/,"light mayonnaise,capers drained and chopped,spicy brown mustard,cider vinegar,hot sauce,U.S. farm-raised catfish fillets about 6 ounces each,Cajun seasoning,lemon thinly sliced,Cooked brown rice and steamed zucchini optional",2017-03-23 16:30:56,10 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R131202.jpg,  
"1  Heat a large nonstick skillet over medium-high heat. Add sausage to skillet and cook, stirring occasionally, for 5 minutes. Add tomatoes, 1 tablespoon of the vinegar, canola oil and 1/2 teaspoon of the oregano to pan; cook 2 minutes. Place sausage mixture in a large serving bowl.,2  Meanwhile, bring large pot of salted water to a boil. Cook orzo according to package directions. Add green beans to pasta pot for final 5 minutes of cooking time. Drain and rinse under cold water.,3  Place pasta mixture in serving bowl with sausage mixture and add remaining 2 tablespoons vinegar, 1/4 teaspoon oregano, the feta, parsley and olive oil. Stir to combine; serve.",Mediterranean Orzo,"12,1,3,1,3/4,8,8,1/2,1,2,ounces,,tablespoons,teaspoon,teaspoon,ounces,ounces,cup,tablespoon,teaspoons,onion-and-garlic-flavored chicken sausage (such as Al Fresco), halved lengthwise and cut into 1/2-inch-thick half-moons,pint grape tomatoes, halved,red wine vinegar,canola oil,dried oregano,orzo,green beans, trimmed and cut in half,crumbled fat-free feta cheese,fresh chopped parsley,olive oil",http://www.familycircle.com/recipe/pasta/mediterranean-orzo/,"onion-and-garlic-flavored chicken sausage (such as Al Fresco) halved lengthwise and cut into 1/2-inch-thick half-moons,pint grape tomatoes halved,red wine vinegar,canola oil,dried oregano,orzo,green beans trimmed and cut in half,crumbled fat-free feta cheese,fresh chopped parsley,olive oil",2017-03-23 16:31:02,10 mins,6 servings,http://images.meredith.com/bhg/images/recipe/p_R112893.jpg,  
"1  In large nonstick skillet, heat oil over medium-high heat. Add chorizo and chicken; cook for 3 minutes. Add zucchini, squash, chili powder, salt and cayenne; stir to combine. Add sour cream and reduce heat to medium; cook for 5 to 8 minutes longer or until zucchini is tender and sauce has reduced.,2  Peel and remove pit from avocado. In a bowl, mash avocado with fork. Stir in salsa and lime juice. Heat tortillas according to package directions. Serve chicken mixture wrapped in tortillas with avocado salsa on the side. If desired, garnish with lime wedges.",Chicken Soft Tacos,"1,2,1,2,1,1,1/2,1/8,1/2,1,3,1,1,tablespoon,,pound,small,small,tablespoon,teaspoon,teaspoon,cup,,tablespoons,tablespoon,9,,extra-virgin olive oil,chorizo sausages, cut into 1/2-inch pieces,ground chicken,zucchini, chopped,yellow squash, chopped,hot chili powder,salt,cayenne pepper,sour cream,ripe avocado,bottled salsa,lime juice,white corn tortillas (12 total),Lime wedges for garnish, optional",http://www.familycircle.com/recipe/chicken/chicken-soft-tacos/,"extra-virgin olive oil,chorizo sausages cut into 1/2-inch pieces,ground chicken,zucchini chopped,yellow squash chopped,hot chili powder,salt,cayenne pepper,sour cream,ripe avocado,bottled salsa,lime juice,white corn tortillas (12 total),Lime wedges for garnish optional",2017-03-23 16:31:06,10 mins,12 servings,http://images.meredith.com/bhg/images/recipe/p_R107195.jpg,  
"1  Crush each garlic clove with the blade of a chefs knife, then peel and cut in half. Rub the inside of a fondue pot with the garlic and then leave it in the bottom of the pot.,2  Pour the wine into a medium saucepan and bring to a simmer over medium heat. Add the cornstarch and whisk until smooth.,3  Begin adding the Monterey Jack to the wine mixture, one small handful at a time, whisking until smooth. When half of the Monterey Jack is melted, begin adding the cheddar in the same way, until half is absorbed. Then alternate between the cheeses until all is melted. Stir in the cayenne.,4  Transfer the mixture to the fondue pot (or serve directly from saucepan, using a trivet to protect table). Keep flame low. Dip bread, veggies or meat into cheese sauce using fondue forks.",Green Mountain Fondue,"4,1,1,3,3,1/8,,cup,teaspoon,cups,12,teaspoon,,garlic cloves,dry white wine,cornstarch,shredded Monterey Jack cheese (12 ounces),shredded sharp cheddar cheese (12 ounces),cayenne pepper,Cubed bread; steamed or roasted vegetables, such as broccoli, cauliflower, asparagus or small potatoes; cubed cooked meats, including chicken and beef",http://www.familycircle.com/recipe/chicken/green-mountain-fondue/,"garlic cloves,dry white wine,cornstarch,shredded Monterey Jack cheese (12 ounces),shredded sharp cheddar cheese (12 ounces),cayenne pepper,Cubed bread; steamed or roasted vegetables such as broccoli cauliflower asparagus or small potatoes; cubed cooked meats including chicken and beef",2017-03-23 16:31:14,20 mins,6 servings,http://images.meredith.com/bhg/images/recipe/p_R111073.jpg,  
"1  Bring chicken broth to a simmer in a large saucepan. Add carrots and one can of the beans; mash second can of beans and add to saucepan.,2  Stir in turkey and Italian seasoning. Cover and simmer 5 minutes. Stir in Parmesan and parsley. Serve with crusty bread, if desired.",Tuscan White Bean Stew,"1,2,2,3,3/4,1/4,1,14 1/2,cups,15 1/2,cups,teaspoon,cup,tablespoon,,chicken broth,shredded carrots,cannellini beans, drained and rinsed,cubed cooked turkey,dried Italian seasoning,grated Parmesan cheese,chopped parsley,Crusty bread",http://www.familycircle.com/recipe/stews/tuscan-white-bean-stew/,"chicken broth,shredded carrots,cannellini beans drained and rinsed,cubed cooked turkey,dried Italian seasoning,grated Parmesan cheese,chopped parsley,Crusty bread",2017-03-23 16:31:18,10 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R112864.jpg,  
"1  Preheat the oven to 250 degrees F. Place a large baking sheet in the oven.,2  Combine the flours, sugar, baking powder, and salt in a large bowl and stir to mix well. Combine the milk, yogurt, orange juice, egg, oil, and vanilla in a medium bowl and whisk until smooth. Add the yogurt mixture to the flour mixture and stir until a smooth batter forms,3  Heat a large nonstick skillet over medium-high heat. Spoon batter by 1/4 cup measures onto griddle, spreading to a diameter of 4 inches. Sprinkle about 1 tablespoon of the blueberries (5 or 6 blueberries) onto each pancake. Cook until bubbles appear on surface, about 2 minutes. Turn and cook until underside is lightly browned, about 1 to 2 minutes longer.,4  Transfer pancakes to baking sheet in oven to keep warm. Repeat procedure to make 16 pancakes. Serve with maple syrup.",Blueberry-Orange Pancakes,"1,1/2,1/2,3,1/4,1/3,1,1/2,2,1,1,1,cup,cup,cup,teaspoons,teaspoon,cup,6,cup,,tablespoon,teaspoon,cup,,all-purpose flour,whole wheat flour,sugar,baking powder,salt,skim-milk,plain low-fat yogurt,orange juice,eggs,canola oil,vanilla extract,fresh thawed blueberries,Maple syrup, for serving",http://www.familycircle.com/recipe/pancakes-waffles/blueberry-orange-pancakes/,"all-purpose flour,whole wheat flour,sugar,baking powder,salt,skim-milk,plain low-fat yogurt,orange juice,eggs,canola oil,vanilla extract,fresh thawed blueberries,Maple syrup for serving",2017-03-23 16:31:25,10 mins,16 servings,http://images.meredith.com/bhg/images/recipe/p_R109775.jpg,  
"1  Heat large pot of lightly salted water to boiling. Add pasta and cook 6 minutes. Add broccoli and cook an additional 4 minutes. Drain.,2  Meanwhile, whisk milk and flour together in a small saucepan. Bring to a simmer over medium heat, then simmer 3 minutes, until thickened. Remove from heat and whisk in mustard, salt, pepper and cayenne.,3  Add grated Cheddar, whisking constantly until melted. Transfer pasta and broccoli to serving bowl. Pour cheese sauce over pasta-broccoli mixture and stir until coated.",Reduced-Fat Mac,"1,4,1,1,1,1/2,1/4,8,box,cups,cup,tablespoon,teaspoon,teaspoon,teaspoon,,ounces,(13.25 ounces) whole-grain penne pasta,broccoli florets (about 2 stalks),skim milk,all-purpose flour,Dijon mustard,salt,black pepper,pinch of cayenne pepper,2% sharp Cheddar cheese, grated (2 cups)",http://www.familycircle.com/recipe/pasta/reduced-fat-mac/,"(13.25 ounces) whole-grain penne pasta,broccoli florets (about 2 stalks),skim milk,all-purpose flour,Dijon mustard,salt,black pepper,pinch of cayenne pepper,2% sharp Cheddar cheese grated (2 cups)",2017-03-23 16:31:31,5 mins,6 servings,http://images.meredith.com/bhg/images/recipe/p_R130857.jpg,  
"1  Heat a large pot of salted water to boiling. Add pasta and cook 12 minutes. Clean, trim and chop escarole.,2  While pasta cooks, heat olive oil in a large skillet over medium heat. Add onion and cook 3 minutes, stirring occasionally. Remove sausage from its casing and crumble into pan. Cook 5 minutes, breaking apart with a spoon.,3  Drain pasta, reserving 1 cup pasta water. Keep warm. Increase heat under skillet to medium-high. Add escarole, garlic salt and pepper. Cook 3 minutes, until greens are wilted. Add beans and 1/2 cup of the pasta water (if necessary). Add drained pasta to the pan and toss to combine. Garnish with Parmesan cheese, if desired.",Torino Turkey Sausage & Penne,"12,1,2,1,1,1/2,1/2,1,ounces,,tablespoons,,package,teaspoon,teaspoon,can,,whole-wheat penne pasta,large head escarole,olive oil,small onion, chopped,(20 ounces) hot Italian turkey sausage,garlic salt,black pepper,small white beans, drained and rinsed,Parmesan cheese, for serving (optional)",http://www.familycircle.com/recipe/poultry/torino-turkey-sausage-penne/,"whole-wheat penne pasta,large head escarole,olive oil,small onion chopped,(20 ounces) hot Italian turkey sausage,garlic salt,black pepper,small white beans drained and rinsed,Parmesan cheese for serving (optional)",2017-03-23 16:31:39,10 mins,6 servings,http://images.meredith.com/bhg/images/recipe/p_R120142.jpg,  
"1  Bring a large pot of salted water to a boil. Cook rigatoni according to package directions. Drain and return to pot.,2  While pasta is cooking, heat oil in a medium-size saucepan over medium-high heat. Add mushrooms and salt to saucepan; cook 3 minutes. Add wine to saucepan and cook for 3 minutes. Stir tomato sauce, black pepper, ricotta and basil into pan until well blended.,3  Pour sauce over pasta and stir to combine. Serve immediately, garnished with additional fresh basil, if desired.",Rigatoni with Creamy Tomato Sauce,"12,1,3,1/2,1/3,1 1/2,1/4,1/2,1/4,ounces,teaspoon,cups,teaspoon,cup,cups,teaspoon,cup,cup,rigatoni,canola oil,sliced mushrooms,salt,red wine,light tomato sauce (such as Ragu),black pepper,part-skim ricotta,chopped fresh basil, plus more to garnish",http://www.familycircle.com/recipe/pasta/rigatoni-with-creamy-tomato-sauce/,"rigatoni,canola oil,sliced mushrooms,salt,red wine,light tomato sauce (such as Ragu),black pepper,part-skim ricotta,chopped fresh basil plus more to garnish",2017-03-23 16:31:45,10 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R112901.jpg,  
"1  Coat a medium-size nonstick skillet with nonstick cooking spray and place over medium heat. Add onion, sugar and salt to skillet; cover. Cook for 10 minutes, stirring occasionally, or until lightly browned; remove from heat.,2  Stir together mustard, horseradish and honey; set aside.,3  Spread 4 slices of bread evenly with mustard mixture, then layer 3 slices ham over each piece of bread. Place about 2 tablespoons onions on top of the ham, then place 1 slice cheese on top of the onions. Place 4 remaining bread slices over cheese.,4  Spritz both sides of sandwich with nonstick cooking spray and cook in a nonstick skillet over medium heat for 5 to 8 minutes or until cheese has melted, turning halfway through. Serve with mixed greens on the side, if desired.",Ham and Caramelized Onion Grilled Cheese,"1,1/4,4,3,2,8,12,4,4,large,teaspoon,Pinch,teaspoons,teaspoons,teaspoons,slices,slices,slices,cups,onion, very thinly sliced,sugar,salt,spicy brown mustard,horseradish,honey,light whole-wheat bread (such as Pepperidge Farms),(about 6 ounces) light ham (such as Healthy Ones),(about 4 ounces) low-fat Swiss Cheese (such as Alpine Lace),mixed greens (optional)",http://www.familycircle.com/recipe/sandwiches/ham-and-caramelized-onion-grilled-cheese/,"onion very thinly sliced,sugar,salt,spicy brown mustard,horseradish,honey,light whole-wheat bread (such as Pepperidge Farms),(about 6 ounces) light ham (such as Healthy Ones),(about 4 ounces) low-fat Swiss Cheese (such as Alpine Lace),mixed greens (optional)",2017-03-23 16:31:52,10 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R135454.jpg,  
"1  Heat oil in a medium-size skillet over medium heat. Add garlic and ginger to pan; cook 1 minute. Stir in mushrooms, scallions, red pepper flakes and 1/4 teaspoon each of the salt and pepper; cook 3 minutes, stirring often.,2  Reduce heat to medium. Add chicken to pan and sprinkle with remaining 1/4 teaspoon each salt and pepper. Cook, stirring, for 4 minutes or until cooked through.,3  Stir in soy sauce, vinegar and cilantro; cook 2 minutes. Serve with rice, if desired.,4  Chicken recipes adapted from Not Your Mothers Weeknight Cooking, by Beth Hensperger. Copyright ©2008, used by permission of the Harvard Common Press.",Spicy Chicken & Mushrooms,"1,2,1,2,4,1/2,1/2,1,1 1/2,1,1/2,3,tablespoon,,tablespoon,cups,,teaspoon,teaspoon,pound,tablespoons,tablespoon,cup,cups,olive oil,cloves garlic, minced,minced ginger,sliced mushrooms,scallions, sliced,red pepper flakes,each salt and black pepper,boneless, skinless chicken breasts, cut into 1/2-inch pieces,low-sodium soy sauce,rice vinegar,chopped cilantro,cooked rice (optional)",http://www.familycircle.com/recipe/chicken/spicy-chicken-mushrooms/,"olive oil,cloves garlic minced,minced ginger,sliced mushrooms,scallions sliced,red pepper flakes,each salt and black pepper,boneless skinless chicken breasts cut into 1/2-inch pieces,low-sodium soy sauce,rice vinegar,chopped cilantro,cooked rice (optional)",2017-03-23 16:31:55,20 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R124767.jpg,  
"1  Cook pasta following package directions, about 10 minutes. Drain, reserving 1 cup of the cooking liquid.,2  While pasta is cooking, season scallops with salt and pepper. Heat olive oil in a large nonstick skillet over medium-high heat. Saute 3 to 4 minutes per side, until cooked through and no longer translucent.,3  Add the pesto to drained pasta. Stir in some of the reserved cooking liquid until pasta is evenly coated with pesto.,4  Stir in the cheese and the toasted walnuts. Serve with the scallops, and garnish with fresh basil, if desired.",Pesto Scallops with Toasted Walnuts,"1/2,1,1/4,1/4,1,1/4,1/4,1/4,pound,pound,teaspoon,teaspoon,tablespoon,cup,cup,cup,,whole-wheat bowtie pasta,sea scallops,salt,black pepper,olive oil,jarred basil pesto,shredded Parmesan cheese,chopped, toasted walnuts,Fresh basil (optional)",http://www.familycircle.com/recipe/pasta/pesto-scallops-with-toasted-walnuts/,"whole-wheat bowtie pasta,sea scallops,salt,black pepper,olive oil,jarred basil pesto,shredded Parmesan cheese,chopped toasted walnuts,Fresh basil (optional)",2017-03-23 16:32:00,15 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R119157.jpg,  
"1  In 5- to 5 1/2-quart slow cooker, layer onion, beef, celery and carrots.,2  In bowl, whisk orange juice, 1 cup broth, soy, hoisin, spice powder and chili paste. Pour in cooker.,3  Cover slow cooker; cook on high heat for 5 hours.,4  In cup, mix 2 tablespoons broth and cornstarch. Stir into slow cooker; cover and cook another 30 minutes.,5  Stir in thawed peas; heat through, about 5 minutes. Serve over rice.",Asian Beef Stew,"2,2,2,1,1,3,2,1 1/2,1,3,1,6,large,pounds,,cup,cup,tablespoons,tablespoons,teaspoons,teaspoon,tablespoons,10,cups,onions, sliced,round steak, sliced for stir-fry,ribs celery, sliced 1/4 inch thick,peeled baby carrots,orange juice,soy sauce,hoisin sauce,Chinese five spice powder,Asian chili paste,cornstarch,frozen peas, thawed,cooked white rice",http://www.familycircle.com/recipe/beef/asian-beef-stew/,"onions sliced,round steak sliced for stir-fry,ribs celery sliced 1/4 inch thick,peeled baby carrots,orange juice,soy sauce,hoisin sauce,Chinese five spice powder,Asian chili paste,cornstarch,frozen peas thawed,cooked white rice",2017-03-23 16:32:08,10 mins,8 servings,http://images.meredith.com/bhg/images/recipe/p_FC11720.jpg,  
"1  Heat oven to 350 degrees . Coat a large baking sheet with nonstick cooking spray.,2  In a large bowl, beat margarine and sugar until smooth. Beat in eggs, one at a time, beating well after each addition.,3  Sift together matzoh cake meal and potato starch. Stir into the sugar-margarine mixture until combined. Fold in the chocolate chips and almonds.,4  Form into 2 loaves, each about 2 inches wide, on prepared baking sheet. Sprinkle tops with cinnamon-sugar mixture.,5  Bake at 350 degrees  for 45 minutes. Remove loaves from oven and cool slightly. Slice into 1/2-inch-thick slices. Place slices on baking sheet and return to oven for 12 to 15 minutes more until slightly crisp and lightly browned. Cool slices and serve.",Passover Mandel Bread,"1/2,2,6,2 3/4,3/4,1,1,1,2,cup,cups,,cups,cup,cup,cup,teaspoon,teaspoons,(1 stick) margarine, at room temperature,sugar,eggs,matzoh cake meal,potato starch,mini chocolate chips,chopped or sliced almonds,cinnamon mixed with,sugar",http://www.familycircle.com/recipe/breads/passover-mandel-bread/,"(1 stick) margarine at room temperature,sugar,eggs,matzoh cake meal,potato starch,mini chocolate chips,chopped or sliced almonds,cinnamon mixed with,sugar",2017-03-23 16:32:12,10 mins,24 slices,http://images.meredith.com/bhg/images/recipe/p_R095751.jpg,
